district,year,ndvi,rainfall_annual,temp_rabi,zone_type,ndvi_mean,rain_mean,temp_mean,ndvi_deficit,rain_deficit,temp_anomaly,n_ndvi,n_rain,n_temp,sspi,zone_factor,sspi_class,sspi_lag1,sspi_lag2,ndvi_lag1,ndvi_trend,ndvi_trend_slope,ndvi_trend_sig
Amreli,2018,0.3298121820527141,585.87,35.105164835164835,coastal,0.3653684670564672,878.4136363636363,32.98440611301267,0.035556285003753,292.5436363636363,2.120758722152168,0.519439530090427,0.8467496478920216,0.99782949293322,100.0,1.5,Critical,76.4,70.6,0.4097807752513198,no trend,-0.0082,False
Amreli,2019,0.2543824373233584,1057.07,31.050054945054946,coastal,0.3653684670564672,878.4136363636363,32.98440611301267,0.1109860297331087,-178.6563636363636,-1.9343511679577217,0.7796868745394927,0.5997880681612437,0.0187483419792621,79.0,1.5,Critical,100.0,76.4,0.3298121820527141,no trend,-0.0082,False
Amreli,2020,0.3707163118667705,1121.45,31.23540983606557,coastal,0.3653684670564672,878.4136363636363,32.98440611301267,-0.0053478448103033,-243.0363636363637,-1.7489962769470964,0.3783122970697756,0.5660457368729,0.0635011316553788,54.8,1.5,High,79.0,100.0,0.2543824373233584,no trend,-0.0082,False
Amreli,2021,0.3568962981344057,927.55,32.44598901098901,coastal,0.3653684670564672,878.4136363636363,32.98440611301267,0.0084721689220614,-49.136363636363626,-0.5384171020236579,0.4259940423415163,0.6676710558665289,0.3557879707360366,74.0,1.5,High,54.8,79.0,0.3707163118667705,no trend,-0.0082,False
Amreli,2022,0.3516130909518608,845.75,33.028076923076924,coastal,0.3653684670564672,878.4136363636363,32.98440611301267,0.0137553761046064,32.66363636363633,0.0436708100642562,0.4442221384906532,0.7105434183919482,0.4963294895524298,82.6,1.5,Critical,74.0,54.8,0.3568962981344057,no trend,-0.0082,False
Amreli,2023,0.3373395277366928,983.43,33.700659340659335,coastal,0.3653684670564672,878.4136363636363,32.98440611301267,0.0280289393197744,-105.01636363636362,0.7162532276466678,0.4934687180184196,0.6383836766743475,0.6587203458702935,87.8,1.5,Critical,82.6,74.0,0.3516130909518608,no trend,-0.0082,False
Amreli,2024,0.3401548432882884,972.58,32.04551912568306,coastal,0.3653684670564672,878.4136363636363,32.98440611301267,0.0252136237681788,-94.16636363636373,-0.9388869873296102,0.4837553297692908,0.6440702919970955,0.2590969988873979,72.6,1.5,High,87.8,82.6,0.3373395277366928,no trend,-0.0082,False
Amreli,2025,0.3835450309488528,1059.37,32.51104395604396,coastal,0.3653684670564672,878.4136363636363,32.98440611301267,-0.0181765638923855,-180.9563636363636,-0.4733621569687045,0.3340507118586084,0.5985826105352233,0.3714950840340005,65.4,1.5,High,72.6,87.8,0.3401548432882884,no trend,-0.0082,False
Anand,2015,0.3849253937151558,785.89,33.73989010989011,canal,0.4404780681828469,969.431818181818,32.55244938121987,0.0555526744676911,183.54181818181812,1.1874407286702393,0.5884309773667145,0.7896204857279536,0.7724856477533396,84.6,1.2,Critical,,,,no trend,0.0017,False
Anand,2016,0.4526188839151638,635.29,34.05131147540984,canal,0.4404780681828469,969.431818181818,32.55244938121987,-0.0121408157323168,334.14181818181817,1.4988620941899669,0.3548752212886384,0.868551754631721,0.8476764063881064,78.9,1.2,Critical,84.6,,0.3849253937151558,no trend,0.0017,False
Anand,2017,0.4435414736727942,922.32,33.44175824175824,canal,0.4404780681828469,969.431818181818,32.55244938121987,-0.0030634054899472,47.11181818181808,0.8893088605383639,0.3861940586853141,0.7181158840244942,0.700503555899671,69.7,1.2,High,78.9,84.6,0.4526188839151638,no trend,0.0017,False
Anand,2018,0.4694204926303097,633.43,34.6821978021978,canal,0.4404780681828469,969.431818181818,32.55244938121987,-0.0289424244474627,336.0018181818182,2.1297484209779256,0.2969063912696859,0.8695266029727635,1.0,80.8,1.2,Critical,69.7,78.9,0.4435414736727942,no trend,0.0017,False
Anand,2019,0.4159120148525908,1275.82,30.837197802197803,canal,0.4404780681828469,969.431818181818,32.55244938121987,0.0245660533302561,-306.3881818181818,-1.7152515790220697,0.481521085342006,0.5328422880252794,0.0716485798327039,47.6,1.2,Moderate,80.8,69.7,0.4694204926303097,no trend,0.0017,False
Anand,2020,0.4447909204724521,1094.23,30.906612021857924,canal,0.4404780681828469,969.431818181818,32.55244938121987,-0.0043128522896051,-124.79818181818187,-1.6458373593619484,0.3818832233138295,0.6280157881596428,0.0884082129669765,47.4,1.2,Moderate,47.6,80.8,0.4159120148525908,no trend,0.0017,False
Anand,2021,0.4361167668637327,943.42,32.31478021978022,canal,0.4404780681828469,969.431818181818,32.55244938121987,0.0043613013191142,26.01181818181817,-0.2376691614396548,0.4118107466020525,0.7070571205857858,0.4284016970698595,62.3,1.2,High,47.4,47.6,0.4447909204724521,no trend,0.0017,False
Anand,2022,0.4567338506957499,925.05,32.347747252747254,canal,0.4404780681828469,969.431818181818,32.55244938121987,-0.0162557825129029,44.381818181818176,-0.2047021284726184,0.3406777825860933,0.7166850582336093,0.4363613828627464,59.5,1.2,High,62.3,47.4,0.4361167668637327,no trend,0.0017,False
Anand,2023,0.4464817240836089,955.38,32.627637362637365,canal,0.4404780681828469,969.431818181818,32.55244938121987,-0.0060036559007619,14.051818181818136,0.0751879814174927,0.3760496207825299,0.70078874093048,0.50393911524435,62.6,1.2,High,59.5,62.3,0.4567338506957499,no trend,0.0017,False
Anand,2024,0.4327851473702536,1283.2,31.36841530054645,canal,0.4404780681828469,969.431818181818,32.55244938121987,0.0076929208125933,-313.7681818181819,-1.184034080673424,0.4233054842417418,0.528974341381788,0.19990775252703,48.5,1.2,Moderate,62.6,59.5,0.4464817240836089,no trend,0.0017,False
Anand,2025,0.461932081739505,1209.72,31.759395604395603,canal,0.4404780681828469,969.431818181818,32.55244938121987,-0.021454013556658,-240.2881818181819,-0.7930537768242694,0.322742870704528,0.5674860919730818,0.2943075237457047,48.2,1.2,Moderate,48.5,62.6,0.4327851473702536,no trend,0.0017,False
Aravalli,2015,0.4235861456485219,624.18,33.06362637362637,inland,0.4430652462237046,796.360909090909,31.86083563977007,0.0194791005751827,172.18090909090904,1.2027907338563004,0.4639701052797532,0.7836660968139708,0.7761918113720796,52.3,0.8,High,,,,no trend,-0.0005,False
Aravalli,2016,0.4717519460345544,542.26,33.23743169398907,inland,0.4430652462237046,796.360909090909,31.86083563977007,-0.0286866998108498,254.100909090909,1.3765960542190037,0.2977886911876759,0.8266013527807479,0.8181560287950569,49.0,0.8,Moderate,52.3,,0.4235861456485219,no trend,-0.0005,False
Aravalli,2017,0.4506009043580111,886.8,32.696978021978026,inland,0.4430652462237046,796.360909090909,31.86083563977007,-0.0075356581343065,-90.43909090909096,0.8361423822079566,0.370763914004646,0.6460238004028993,0.6876668392121996,43.7,0.8,Moderate,49.0,52.3,0.4717519460345544,no trend,-0.0005,False
Aravalli,2018,0.4655076871646064,433.26,33.642857142857146,inland,0.4430652462237046,796.360909090909,31.86083563977007,-0.0224424409409018,363.100909090909,1.7820215030870763,0.319332603271526,0.8837295620138862,0.9160434907530906,53.3,0.8,High,43.7,49.0,0.4506009043580111,no trend,-0.0005,False
Aravalli,2019,0.3856584792372592,879.66,29.895714285714288,inland,0.4430652462237046,796.360909090909,31.86083563977007,0.0574067669864453,-83.29909090909098,-1.965121354055782,0.5948279585059184,0.6497659601636755,0.0113190712476766,37.5,0.8,Moderate,53.3,43.7,0.4655076871646064,no trend,-0.0005,False
Aravalli,2020,0.4548955592302736,952.35,30.364590163934427,inland,0.4430652462237046,796.360909090909,31.86083563977007,-0.011830313006569,-155.98909090909103,-1.496245475835643,0.3559465163077322,0.6116682580613193,0.124526246131384,31.0,0.8,Moderate,37.5,53.3,0.3856584792372592,no trend,-0.0005,False
Aravalli,2021,0.4162040881616133,632.22,32.22884615384615,inland,0.4430652462237046,796.360909090909,31.86083563977007,0.0268611580620912,164.14090909090896,0.3680105140760794,0.4894396447092115,0.7794522362430127,0.5746393009532145,49.0,0.8,Moderate,31.0,37.5,0.4548955592302736,no trend,-0.0005,False
Aravalli,2022,0.4482053328015185,833.59,31.821373626373624,inland,0.4430652462237046,796.360909090909,31.86083563977007,-0.0051400865778138,-37.22909090909104,-0.0394620133964451,0.3790291035297047,0.6739118005248744,0.4762575845531426,40.5,0.8,Moderate,49.0,31.0,0.4162040881616133,no trend,-0.0005,False
Aravalli,2023,0.445793457765637,976.83,31.443296703296703,inland,0.4430652462237046,796.360909090909,31.86083563977007,-0.0027282115419324,-180.46909090909105,-0.4175389364733668,0.3873505432413635,0.5988379960243723,0.3849732546517271,36.9,0.8,Moderate,40.5,49.0,0.4482053328015185,no trend,-0.0005,False
Aravalli,2024,0.443774992930796,939.95,30.90502732240437,inland,0.4430652462237046,796.360909090909,31.86083563977007,-0.0007097467070913,-143.58909090909106,-0.955808317365701,0.3943146409592597,0.6181672470016029,0.255011448622086,35.0,0.8,Moderate,36.9,40.5,0.445793457765637,no trend,-0.0005,False
Aravalli,2025,0.4677391151279592,1058.87,31.16945054945055,inland,0.4430652462237046,796.360909090909,31.86083563977007,-0.0246738689042546,-262.5090909090909,-0.6913850903195211,0.3116337411863419,0.5558398466162378,0.3188547979988196,31.9,0.8,Moderate,35.0,36.9,0.443774992930796,no trend,-0.0005,False
BanasKantha,2015,0.3892266660082372,603.08,32.65582417582417,inland,0.3990388091449443,827.9990909090909,31.408053558463397,0.009812143136707,224.91909090909087,1.2477706173607783,0.4306172149671559,0.8113068113596992,0.7870519254761997,52.2,0.8,High,,,,no trend,0.003,False
BanasKantha,2016,0.3994281374657016,650.92,32.59928961748634,inland,0.3990388091449443,827.9990909090909,31.408053558463397,-0.0003893283207573,177.07909090909095,1.1912360590229485,0.3954201469430767,0.7862332927384759,0.7734020067450018,50.1,0.8,High,52.2,,0.3892266660082372,no trend,0.003,False
BanasKantha,2017,0.4056798053237104,938.55,32.21543956043956,inland,0.3990388091449443,827.9990909090909,31.408053558463397,-0.0066409961787661,-110.55090909090904,0.8073860019761696,0.37385067240406,0.6354829549244614,0.6807237894262308,43.4,0.8,Moderate,50.1,52.2,0.3994281374657016,no trend,0.003,False
BanasKantha,2018,0.3712162569592052,442.87,33.17197802197802,inland,0.3990388091449443,827.9990909090909,31.408053558463397,0.027822552185739,385.1290909090909,1.763924463514627,0.4927566421158182,0.8952747966921863,0.9116740727068208,59.1,0.8,High,43.4,50.1,0.4056798053237104,no trend,0.003,False
BanasKantha,2019,0.3700788969227632,900.18,29.641758241758243,inland,0.3990388091449443,827.9990909090909,31.408053558463397,0.028959912222181,-72.18090909090904,-1.7662953167051505,0.4966807562730193,0.6555931327985487,0.0593243857185985,35.4,0.8,Moderate,59.1,43.4,0.3712162569592052,no trend,0.003,False
BanasKantha,2020,0.3988026852601438,1030.55,29.78595628415301,inland,0.3990388091449443,827.9990909090909,31.408053558463397,0.0002361238848004,-202.55090909090904,-1.6220972743103843,0.3975780791508585,0.5872646498836473,0.0941401093707507,31.0,0.8,Moderate,35.4,59.1,0.3700788969227632,no trend,0.003,False
BanasKantha,2021,0.3868633105420869,636.4,31.725494505494503,inland,0.3990388091449443,827.9990909090909,31.408053558463397,0.0121754986028573,191.59909090909093,0.317440947031109,0.4387712526914202,0.7938433991427435,0.5624295924009534,47.5,0.8,Moderate,31.0,35.4,0.3988026852601438,no trend,0.003,False
BanasKantha,2022,0.4161028464173258,899.27,31.317032967032965,inland,0.3990388091449443,827.9990909090909,31.408053558463397,-0.0170640372723815,-71.27090909090907,-0.0910205914304285,0.3378891458812052,0.6560700747288437,0.4638090854270945,38.5,0.8,Moderate,47.5,31.0,0.3868633105420869,no trend,0.003,False
BanasKantha,2023,0.420516158934982,1067.34,30.821978021978023,inland,0.3990388091449443,827.9990909090909,31.408053558463397,-0.0214773497900377,-239.340909090909,-0.5860755364853709,0.3226623561437496,0.5679825689874348,0.3442811371039218,33.1,0.8,Moderate,38.5,47.5,0.4161028464173258,no trend,0.003,False
BanasKantha,2024,0.4161309748051434,869.14,30.66153005464481,inland,0.3990388091449443,827.9990909090909,31.408053558463397,-0.0170921656601991,-41.14090909090908,-0.7465235038185831,0.3377920974521084,0.6718615696297102,0.3055419697861731,35.7,0.8,Moderate,33.1,38.5,0.420516158934982,no trend,0.003,False
BanasKantha,2025,0.4153811619550879,1069.69,30.89230769230769,inland,0.3990388091449443,827.9990909090909,31.408053558463397,-0.0163423528101436,-241.69090909090917,-0.5157458661557044,0.3403790981606602,0.5667509057608487,0.3612618001287446,34.0,0.8,Moderate,35.7,33.1,0.4161309748051434,no trend,0.003,False
Bharuch,2015,0.4330731631897205,1165.47,34.5095054945055,canal,0.3841447975698467,1378.729090909091,33.59115349131742,-0.0489283656198737,213.2590909090909,0.918352003188076,0.227950992638846,0.8051956653077873,0.7075158426942045,66.0,1.2,High,,,,no trend,-0.0049,False
Bharuch,2016,0.4480287109982162,1036.9,34.36704918032787,canal,0.3841447975698467,1378.729090909091,33.59115349131742,-0.0638839134283694,341.82909090909084,0.7758956890104471,0.1763514331294353,0.8725807466023249,0.6731206485255179,65.3,1.2,High,66.0,,0.4330731631897205,no trend,-0.0049,False
Bharuch,2017,0.4246112233166885,1145.0,34.46016483516483,canal,0.3841447975698467,1378.729090909091,33.59115349131742,-0.0404664257468417,233.72909090909093,0.8690113438474114,0.2571463371113189,0.8159242381793684,0.6956028462908503,67.5,1.2,High,65.3,66.0,0.4480287109982162,no trend,-0.0049,False
Bharuch,2018,0.3893589138871223,1055.26,35.70362637362638,canal,0.3841447975698467,1378.729090909091,33.59115349131742,-0.0052141163172755,323.46909090909094,2.112472882308957,0.3787736864767332,0.8629580500746147,0.9958289282555286,84.3,1.2,Critical,67.5,65.3,0.4246112233166885,no trend,-0.0049,False
Bharuch,2019,0.2857983453092872,1752.88,32.09263736263736,canal,0.3841447975698467,1378.729090909091,33.59115349131742,0.0983464522605594,-374.1509090909092,-1.498516128680059,0.7360778648047823,0.4973270287423028,0.1239780110747336,59.9,1.2,High,84.3,67.5,0.3893589138871223,no trend,-0.0049,False
Bharuch,2020,0.3625295956182048,1705.69,32.52803278688525,canal,0.3841447975698467,1378.729090909091,33.59115349131742,0.0216152019516419,-326.9609090909091,-1.0631207044321729,0.4713400720308293,0.5220598745561725,0.2291015378458307,51.4,1.2,High,59.9,84.3,0.2857983453092872,no trend,-0.0049,False
Bharuch,2021,0.3504889261495045,1523.55,32.92335164835165,canal,0.3841447975698467,1378.729090909091,33.59115349131742,0.0336558714203422,-144.82090909090903,-0.6678018429657726,0.5128827322355202,0.6175216362967582,0.3245488269124761,60.3,1.2,High,51.4,59.9,0.3625295956182048,no trend,-0.0049,False
Bharuch,2022,0.3864479738836325,1461.68,33.01456043956044,canal,0.3841447975698467,1378.729090909091,33.59115349131742,-0.0023031763137857,-82.95090909090914,-0.57659305175698,0.3888169977523704,0.6499484464367055,0.3465706242727947,56.4,1.2,High,60.3,51.4,0.3504889261495045,no trend,-0.0049,False
Bharuch,2023,0.3511966335428451,1220.13,33.908956043956046,canal,0.3841447975698467,1378.729090909091,33.59115349131742,0.0329481640270016,158.59909090909082,0.317802552638625,0.5104410035723157,0.776547702769408,0.5625168998337955,74.0,1.2,High,56.4,60.3,0.3864479738836325,no trend,-0.0049,False
Bharuch,2024,0.3889921309466473,1624.47,32.705628415300545,canal,0.3841447975698467,1378.729090909091,33.59115349131742,-0.0048473333768006,-245.7409090909091,-0.8855250760168758,0.3800391592234637,0.5646282521150303,0.2719809016572336,50.1,1.2,High,74.0,56.4,0.3511966335428451,no trend,-0.0049,False
Bharuch,2025,0.4050671564264453,1474.99,33.28917582417583,canal,0.3841447975698467,1378.729090909091,33.59115349131742,-0.0209223588565986,-96.26090909090908,-0.3019776671415926,0.3245771832075171,0.6429725155661269,0.4128748069275368,55.0,1.2,High,50.1,74.0,0.3889921309466473,no trend,-0.0049,False
Bhavnagar,2015,0.3503226599428469,722.57,34.06368131868132,coastal,0.3270399994434892,871.0754545454546,32.94496585381831,-0.0232826604993576,148.50545454545454,1.1187154648630084,0.3164336817701093,0.7712575067133985,0.7558923587398637,87.8,1.5,Critical,,,,no trend,-0.0015,False
Bhavnagar,2016,0.3939301354669401,610.98,33.90688524590164,coastal,0.3270399994434892,871.0754545454546,32.94496585381831,-0.0668901360234509,260.0954545454546,0.9619193920833312,0.1659793783120704,0.8297431660558381,0.7180349187290267,80.4,1.5,Critical,87.8,,0.3503226599428469,no trend,-0.0015,False
Bhavnagar,2017,0.3592593480293232,842.88,33.4589010989011,coastal,0.3270399994434892,871.0754545454546,32.94496585381831,-0.0322193485858339,28.195454545454595,0.5139352450827914,0.2856003632825561,0.7082015906323079,0.6098719228693683,77.2,1.5,Critical,80.4,87.8,0.3939301354669401,no trend,-0.0015,False
Bhavnagar,2018,0.3023759753592446,518.91,34.91472527472528,coastal,0.3270399994434892,871.0754545454546,32.94496585381831,0.0246640240842446,352.1654545454546,1.969759420906968,0.4818591035687763,0.8779981589374442,0.96137164748322,100.0,1.5,Critical,77.2,80.4,0.3592593480293232,no trend,-0.0015,False
Bhavnagar,2019,0.2249508372356188,1185.48,31.375549450549453,coastal,0.3270399994434892,871.0754545454546,32.94496585381831,0.1020891622078704,-314.4045454545454,-1.569416403268857,0.7489909447618421,0.528640815556407,0.1068595791879295,76.7,1.5,Critical,100.0,77.2,0.3023759753592446,no trend,-0.0015,False
Bhavnagar,2020,0.3265270128630318,1089.34,31.27688524590164,coastal,0.3270399994434892,871.0754545454546,32.94496585381831,0.0005129865804573,-218.26454545454533,-1.6680806079166717,0.3985333094990487,0.5790289443240577,0.083037718458547,57.4,1.5,High,76.7,100.0,0.2249508372356188,no trend,-0.0015,False
Bhavnagar,2021,0.3218834937417265,932.64,32.51461538461538,coastal,0.3270399994434892,871.0754545454546,32.94496585381831,0.0051565057017627,-61.5645454545454,-0.4303504692029278,0.4145543569592275,0.6611572964968355,0.3818799894751322,73.9,1.5,High,57.4,76.7,0.3265270128630318,no trend,-0.0015,False
Bhavnagar,2022,0.3354028364260125,793.48,32.82208791208791,coastal,0.3270399994434892,871.0754545454546,32.94496585381831,-0.0083628369825232,77.59545454545457,-0.1228779417304011,0.3679099854993164,0.7340927239911799,0.4561173256367832,77.7,1.5,Critical,73.9,57.4,0.3218834937417265,no trend,-0.0015,False
Bhavnagar,2023,0.2965474955105301,911.36,33.38428571428571,coastal,0.3270399994434892,871.0754545454546,32.94496585381831,0.0304925039329591,-40.28454545454542,0.4393198604673998,0.5019684968624343,0.6723104000975803,0.5918565006914678,87.6,1.5,Critical,77.7,73.9,0.3354028364260125,no trend,-0.0015,False
Bhavnagar,2024,0.3366978785752682,941.53,32.22459016393443,coastal,0.3270399994434892,871.0754545454546,32.94496585381831,-0.0096578791317789,-70.45454545454538,-0.7203756898838805,0.3634418372707537,0.6564979407162612,0.3118551974066026,68.0,1.5,High,87.6,77.7,0.2965474955105301,no trend,-0.0015,False
Bhavnagar,2025,0.3495423207278386,1032.66,32.45241758241758,coastal,0.3270399994434892,871.0754545454546,32.94496585381831,-0.0225023212843493,-161.5845454545455,-0.4925482714007287,0.3191260043969992,0.6087356131252896,0.366862715612554,64.9,1.5,High,68.0,87.6,0.3366978785752682,no trend,-0.0015,False
Botad,2015,0.4299687234077108,722.57,34.06368131868132,canal,0.3842572017968549,871.0754545454546,32.94496585381831,-0.0457115216108558,148.50545454545454,1.1187154648630084,0.2390497324510728,0.7712575067133985,0.7558923587398637,66.5,1.2,High,,,,no trend,-0.0002,False
Botad,2016,0.4154804331453677,610.98,33.90688524590164,canal,0.3842572017968549,871.0754545454546,32.94496585381831,-0.0312232313485127,260.0954545454546,0.9619193920833312,0.2890371622098618,0.8297431660558381,0.7180349187290267,70.3,1.2,High,66.5,,0.4299687234077108,no trend,-0.0002,False
Botad,2017,0.4080321299043304,842.88,33.4589010989011,canal,0.3842572017968549,871.0754545454546,32.94496585381831,-0.0237749281074754,28.195454545454595,0.5139352450827914,0.3147352624233302,0.7082015906323079,0.6098719228693683,63.1,1.2,High,70.3,66.5,0.4154804331453677,no trend,-0.0002,False
Botad,2018,0.2982092746744923,518.91,34.91472527472528,canal,0.3842572017968549,871.0754545454546,32.94496585381831,0.0860479271223626,352.1654545454546,1.969759420906968,0.6936455522026402,0.8779981589374442,0.96137164748322,99.0,1.2,Critical,63.1,70.3,0.4080321299043304,no trend,-0.0002,False
Botad,2019,0.252791461568063,1185.48,31.375549450549453,canal,0.3842572017968549,871.0754545454546,32.94496585381831,0.1314657402287919,-314.4045454545454,-1.569416403268857,0.850345873727554,0.528640815556407,0.1068595791879295,66.2,1.2,High,99.0,63.1,0.2982092746744923,no trend,-0.0002,False
Botad,2020,0.4176723037825774,1089.34,31.27688524590164,canal,0.3842572017968549,871.0754545454546,32.94496585381831,-0.0334151019857224,-218.26454545454533,-1.6680806079166717,0.2814747806221152,0.5790289443240577,0.083037718458547,40.3,1.2,Moderate,66.2,99.0,0.252791461568063,no trend,-0.0002,False
Botad,2021,0.3837186769033888,932.64,32.51461538461538,canal,0.3842572017968549,871.0754545454546,32.94496585381831,0.0005385248934661,-61.5645454545454,-0.4303504692029278,0.3986214216644298,0.6611572964968355,0.3818799894751322,58.4,1.2,High,40.3,66.2,0.4176723037825774,no trend,-0.0002,False
Botad,2022,0.396552289360233,793.48,32.82208791208791,canal,0.3842572017968549,871.0754545454546,32.94496585381831,-0.012295087563378,77.59545454545457,-0.1228779417304011,0.3543429533550662,0.7340927239911799,0.4561173256367832,61.5,1.2,High,58.4,40.3,0.3837186769033888,no trend,-0.0002,False
Botad,2023,0.3813862723898146,911.36,33.38428571428571,canal,0.3842572017968549,871.0754545454546,32.94496585381831,0.0028709294070403,-40.28454545454542,0.4393198604673998,0.4066686725601691,0.6723104000975803,0.5918565006914678,65.5,1.2,High,61.5,58.4,0.396552289360233,no trend,-0.0002,False
Botad,2024,0.4167732694317754,941.53,32.22459016393443,canal,0.3842572017968549,871.0754545454546,32.94496585381831,-0.0325160676349204,-70.45454545454538,-0.7203756898838805,0.2845766246387456,0.6564979407162612,0.3118551974066026,50.6,1.2,High,65.5,61.5,0.3813862723898146,no trend,-0.0002,False
Botad,2025,0.4262443851976513,1032.66,32.45241758241758,canal,0.3842572017968549,871.0754545454546,32.94496585381831,-0.0419871834007963,-161.5845454545455,-0.4925482714007287,0.2518994263281484,0.6087356131252896,0.366862715612554,48.7,1.2,Moderate,50.6,65.5,0.4167732694317754,no trend,-0.0002,False
ChhotaUdaipur,2015,0.4930542743693842,888.76,33.57346153846154,hilly,0.473651280777024,1053.0963636363635,32.62040675171823,-0.0194029935923601,164.33636363636356,0.9530547867433086,0.3298192899743497,0.7795546763179513,0.7158946147090962,40.9,0.7,Moderate,,,,no trend,-0.0016,False
ChhotaUdaipur,2016,0.5517097327740821,726.82,33.751311475409835,hilly,0.473651280777024,1053.0963636363635,32.62040675171823,-0.078058451997058,326.2763636363635,1.1309047236916072,0.1274465079632705,0.8644293754300102,0.7588353797396858,38.0,0.7,Moderate,40.9,,0.4930542743693842,no trend,-0.0016,False
